DATE	TIME	FIELD
03.06.2025	07:33:51.000	55202.329
03.06.2025	07:34:11.000	55202.492
03.06.2025	07:34:31.000	55202.564
03.06.2025	07:34:51.000	55202.852
03.06.2025	07:35:11.000	55203.004
03.06.2025	07:35:31.000	55203.099
03.06.2025	07:35:51.000	55203.175
03.06.2025	07:36:11.000	55203.358
03.06.2025	07:36:31.000	55203.563
03.06.2025	07:36:51.000	55203.779
03.06.2025	07:37:11.000	55203.643
03.06.2025	07:37:31.000	55203.598
03.06.2025	07:37:51.000	55203.957
03.06.2025	07:38:11.000	55203.815
03.06.2025	07:38:31.000	55203.667
03.06.2025	07:38:51.000	55203.448
03.06.2025	07:39:11.000	55203.264
03.06.2025	07:39:31.000	55203.265
03.06.2025	07:39:51.000	55203.194
03.06.2025	07:40:11.000	55203.171
03.06.2025	07:40:31.000	55202.989
03.06.2025	07:40:51.000	55202.861
03.06.2025	07:41:11.000	55202.719
03.06.2025	07:41:31.000	55202.851
03.06.2025	07:41:51.000	55203.073
03.06.2025	07:42:11.000	55203.169
03.06.2025	07:42:31.000	55203.089
03.06.2025	07:42:51.000	55203.201
03.06.2025	07:43:11.000	55202.982
03.06.2025	07:43:31.000	55203.045
03.06.2025	07:43:51.000	55203.083
03.06.2025	07:44:11.000	55203.334
03.06.2025	07:44:31.000	55203.547
03.06.2025	07:44:51.000	55203.564
03.06.2025	07:45:11.000	55203.723
03.06.2025	07:45:31.000	55203.81
03.06.2025	07:45:51.000	55203.836
03.06.2025	07:46:11.000	55204.15
03.06.2025	07:46:31.000	55204.207
03.06.2025	07:46:51.000	55204.112
03.06.2025	07:47:11.000	55204.107
03.06.2025	07:47:31.000	55203.889
03.06.2025	07:47:51.000	55203.749
03.06.2025	07:48:11.000	55203.789
03.06.2025	07:48:31.000	55203.815
03.06.2025	07:48:51.000	55204.073
03.06.2025	07:49:11.000	55204.505
03.06.2025	07:49:31.000	55204.912
03.06.2025	07:49:51.000	55205.318
03.06.2025	07:50:11.000	55206.032
03.06.2025	07:50:31.000	55207.942
03.06.2025	07:50:51.000	55208.86
03.06.2025	07:51:11.000	55209.494
03.06.2025	07:51:31.000	55210.786
03.06.2025	07:51:51.000	55211.848
03.06.2025	07:52:11.000	55213.455
03.06.2025	07:52:31.000	55214.454
03.06.2025	07:52:51.000	55213.952
03.06.2025	07:53:11.000	55214.803
03.06.2025	07:53:31.000	55214.708
03.06.2025	07:53:51.000	55215.218
03.06.2025	07:54:11.000	55216.69
03.06.2025	07:54:31.000	55218.082
03.06.2025	07:54:51.000	55219.117
03.06.2025	07:55:11.000	55220.422
03.06.2025	07:55:31.000	55221.969
03.06.2025	07:55:51.000	55223.465
03.06.2025	07:56:11.000	55224.155
03.06.2025	07:56:31.000	55225.371
03.06.2025	07:56:51.000	55227.288
03.06.2025	07:57:11.000	55228.816
03.06.2025	07:57:31.000	55229.71
03.06.2025	07:57:51.000	55230.498
03.06.2025	07:58:11.000	55231.364
03.06.2025	07:58:31.000	55232.131
03.06.2025	07:58:51.000	55232.357
03.06.2025	07:59:11.000	55232.53
03.06.2025	07:59:31.000	55232.7
03.06.2025	07:59:51.000	55232.392
03.06.2025	08:00:11.000	55232.617
03.06.2025	08:00:31.000	55232.924
03.06.2025	08:00:51.000	55233
03.06.2025	08:01:11.000	55232.279
03.06.2025	08:01:31.000	55231.519
03.06.2025	08:01:51.000	55230.463
03.06.2025	08:02:11.000	55229.754
03.06.2025	08:02:31.000	55229.392
03.06.2025	08:02:51.000	55229.112
03.06.2025	08:03:11.000	55227.595
03.06.2025	08:03:31.000	55226.207
03.06.2025	08:03:51.000	55224.794
03.06.2025	08:04:11.000	55223.717
03.06.2025	08:04:31.000	55222.666
03.06.2025	08:04:51.000	55221.79
03.06.2025	08:05:11.000	55220.637
03.06.2025	08:05:31.000	55219.942
03.06.2025	08:05:51.000	55218.996
03.06.2025	08:06:11.000	55218.198
03.06.2025	08:06:31.000	55217.268
03.06.2025	08:06:51.000	55216.482
03.06.2025	08:07:11.000	55216.069
03.06.2025	08:07:31.000	55215.96
03.06.2025	08:07:51.000	55215.898
03.06.2025	08:08:11.000	55215.335
03.06.2025	08:08:31.000	55214.871
03.06.2025	08:08:51.000	55214.737
03.06.2025	08:09:11.000	55214.595
03.06.2025	08:09:31.000	55214.846
03.06.2025	08:09:51.000	55214.785
03.06.2025	08:10:11.000	55214.642
03.06.2025	08:10:31.000	55214.623
03.06.2025	08:10:51.000	55214.418
03.06.2025	08:11:11.000	55214.455
03.06.2025	08:11:31.000	55214.308
03.06.2025	08:11:51.000	55214.049
03.06.2025	08:12:11.000	55214.05
03.06.2025	08:12:31.000	55214.12
03.06.2025	08:12:51.000	55214.32
03.06.2025	08:13:11.000	55214.444
03.06.2025	08:13:31.000	55214.547
03.06.2025	08:13:51.000	55214.333
03.06.2025	08:14:11.000	55213.868
03.06.2025	08:14:31.000	55213.471
03.06.2025	08:14:51.000	55213.254
03.06.2025	08:15:11.000	55213.005
03.06.2025	08:15:31.000	55212.753
03.06.2025	08:15:51.000	55212.23
03.06.2025	08:16:11.000	55211.985
03.06.2025	08:16:31.000	55212.056
03.06.2025	08:16:51.000	55212.157
03.06.2025	08:17:11.000	55212.335
03.06.2025	08:17:31.000	55212.068
03.06.2025	08:17:51.000	55211.977
03.06.2025	08:18:11.000	55212.164
03.06.2025	08:18:31.000	55212.67
03.06.2025	08:18:51.000	55212.75
03.06.2025	08:19:11.000	55213.294
03.06.2025	08:19:31.000	55213.945
03.06.2025	08:19:51.000	55214.502
03.06.2025	08:20:11.000	55215.04
03.06.2025	08:20:31.000	55215.127
03.06.2025	08:20:51.000	55214.948
03.06.2025	08:21:11.000	55215.284
03.06.2025	08:21:31.000	55215.902
03.06.2025	08:21:51.000	55216.422
03.06.2025	08:22:11.000	55216.369
03.06.2025	08:22:31.000	55216.429
03.06.2025	08:22:51.000	55216.622
03.06.2025	08:23:11.000	55217.025
03.06.2025	08:23:31.000	55217.403
03.06.2025	08:23:51.000	55217.597
03.06.2025	08:24:11.000	55217.885
03.06.2025	08:24:31.000	55218.33
03.06.2025	08:24:51.000	55218.386
03.06.2025	08:25:11.000	55218.508
03.06.2025	08:25:31.000	55218.392
03.06.2025	08:25:51.001	55218.263
03.06.2025	08:26:11.001	55218.161
03.06.2025	08:26:31.001	55218.132
03.06.2025	08:26:51.001	55218
03.06.2025	08:27:11.001	55217.839
03.06.2025	08:27:31.001	55217.837
03.06.2025	08:27:51.001	55217.754
03.06.2025	08:28:11.001	55217.649
03.06.2025	08:28:31.001	55217.545
03.06.2025	08:28:51.001	55217.478
03.06.2025	08:29:11.001	55217.257
03.06.2025	08:29:31.001	55216.821
03.06.2025	08:29:51.001	55216.105
03.06.2025	08:30:11.001	55214.988
03.06.2025	08:30:31.001	55214.332
03.06.2025	08:30:51.001	55213.803
03.06.2025	08:31:11.001	55213.532
03.06.2025	08:31:31.001	55213.206
03.06.2025	08:31:51.001	55212.711
03.06.2025	08:32:11.001	55211.561
03.06.2025	08:32:31.001	55210.636
03.06.2025	08:32:51.001	55209.294
03.06.2025	08:33:11.001	55208.204
03.06.2025	08:33:31.001	55207.723
03.06.2025	08:33:51.001	55207.257
03.06.2025	08:34:11.001	55206.89
03.06.2025	08:34:31.001	55206.386
03.06.2025	08:34:51.001	55206.119
03.06.2025	08:35:11.001	55205.991
03.06.2025	08:35:31.001	55206.101
03.06.2025	08:35:51.001	55206.288
03.06.2025	08:36:11.001	55206.454
03.06.2025	08:36:31.001	55206.656
03.06.2025	08:36:51.001	55207.008
03.06.2025	08:37:11.001	55207.319
03.06.2025	08:37:31.001	55207.653
03.06.2025	08:37:51.001	55208.273
03.06.2025	08:38:11.001	55208.689
03.06.2025	08:38:31.001	55208.954
03.06.2025	08:38:51.001	55209.53
03.06.2025	08:39:11.001	55210.57
03.06.2025	08:39:31.001	55211.252
03.06.2025	08:39:51.001	55211.953
03.06.2025	08:40:11.001	55212.103
03.06.2025	08:40:31.001	55211.801
03.06.2025	08:40:51.001	55211.833
03.06.2025	08:41:11.001	55211.835
03.06.2025	08:41:31.001	55212.041
03.06.2025	08:41:51.001	55212.511
03.06.2025	08:42:11.001	55212.929
03.06.2025	08:42:31.001	55213.317
03.06.2025	08:42:51.001	55213.209
03.06.2025	08:43:11.001	55213.065
03.06.2025	08:43:31.001	55213.115
03.06.2025	08:43:51.001	55213.278
03.06.2025	08:44:11.001	55213.329
03.06.2025	08:44:31.001	55213.447
03.06.2025	08:44:51.001	55213.583
03.06.2025	08:45:11.001	55213.849
03.06.2025	08:45:31.001	55213.933
03.06.2025	08:45:51.001	55214.063
03.06.2025	08:46:11.001	55214.226
03.06.2025	08:46:31.001	55214.433
03.06.2025	08:46:51.001	55214.72
03.06.2025	08:47:11.001	55214.969
03.06.2025	08:47:31.001	55215.12
03.06.2025	08:47:51.001	55215.129
03.06.2025	08:48:11.001	55214.896
03.06.2025	08:48:31.001	55214.686
03.06.2025	08:48:51.001	55214.539
03.06.2025	08:49:11.001	55214.385
03.06.2025	08:49:31.001	55214.05
03.06.2025	08:49:51.001	55213.668
03.06.2025	08:50:11.001	55213.388
03.06.2025	08:50:31.001	55213.029
03.06.2025	08:50:51.001	55212.616
03.06.2025	08:51:11.001	55212.274
03.06.2025	08:51:31.001	55211.914
03.06.2025	08:51:51.001	55211.393
03.06.2025	08:52:11.001	55210.913
03.06.2025	08:52:31.001	55210.605
03.06.2025	08:52:51.001	55210.115
03.06.2025	08:53:11.001	55209.357
03.06.2025	08:53:31.001	55208.832
03.06.2025	08:53:51.001	55208.644
03.06.2025	08:54:11.001	55208.181
03.06.2025	08:54:31.001	55207.815
03.06.2025	08:54:51.001	55207.241
03.06.2025	08:55:11.001	55206.56
03.06.2025	08:55:31.001	55206.227
03.06.2025	08:55:51.001	55206.104
03.06.2025	08:56:11.001	55205.937
03.06.2025	08:56:31.001	55205.835
03.06.2025	08:56:51.001	55206.037
03.06.2025	08:57:11.001	55205.146
03.06.2025	08:57:31.001	55204.413
03.06.2025	08:57:51.001	55204.267
03.06.2025	08:58:11.001	55204.115
03.06.2025	08:58:31.001	55203.501
03.06.2025	08:58:51.001	55203.095
03.06.2025	08:59:11.001	55202.926
03.06.2025	08:59:31.001	55202.92
03.06.2025	08:59:51.001	55202.891
03.06.2025	09:00:11.001	55202.597
03.06.2025	09:00:31.001	55202.272
03.06.2025	09:00:51.001	55202.132
03.06.2025	09:01:11.001	55201.996
03.06.2025	09:01:31.001	55201.943
03.06.2025	09:01:51.001	55201.9
03.06.2025	09:02:11.001	55202.236
03.06.2025	09:02:31.001	55202.405
03.06.2025	09:02:51.001	55202.511
03.06.2025	09:03:11.001	55202.442
03.06.2025	09:03:31.001	55202.947
03.06.2025	09:03:51.001	55203.609
03.06.2025	09:04:11.001	55204.104
03.06.2025	09:04:31.001	55204.444
03.06.2025	09:04:51.001	55204.478
03.06.2025	09:05:11.001	55204.468
03.06.2025	09:05:31.001	55204.747
03.06.2025	09:05:51.001	55204.846
03.06.2025	09:06:11.001	55204.919
03.06.2025	09:06:31.001	55204.709
03.06.2025	09:06:51.001	55204.811
03.06.2025	09:07:11.001	55204.884
03.06.2025	09:07:31.001	55205.309
03.06.2025	09:07:51.001	55205.623
03.06.2025	09:08:11.001	55206.284
03.06.2025	09:08:31.001	55206.654
03.06.2025	09:08:51.001	55206.539
03.06.2025	09:09:11.001	55206.404
03.06.2025	09:09:31.001	55206.134
03.06.2025	09:09:51.001	55206.203
03.06.2025	09:10:11.001	55206.327
03.06.2025	09:10:31.001	55206.323
03.06.2025	09:10:51.001	55206.385
03.06.2025	09:11:11.001	55206.698
03.06.2025	09:11:31.001	55206.84
03.06.2025	09:11:51.001	55206.968
03.06.2025	09:12:11.001	55207.343
03.06.2025	09:12:31.001	55207.499
03.06.2025	09:12:51.001	55207.553
03.06.2025	09:13:11.001	55207.352
03.06.2025	09:13:31.001	55207.329
03.06.2025	09:13:51.001	55207.12
03.06.2025	09:14:11.001	55207.111
03.06.2025	09:14:31.001	55206.97
03.06.2025	09:14:51.001	55206.624
03.06.2025	09:15:11.001	55206.511
03.06.2025	09:15:31.001	55206.395
03.06.2025	09:15:51.001	55205.956
03.06.2025	09:16:11.001	55205.389
03.06.2025	09:16:31.001	55205.037
03.06.2025	09:16:51.001	55204.496
03.06.2025	09:17:11.001	55203.824
03.06.2025	09:17:31.001	55203.162
03.06.2025	09:17:51.001	55202.298
03.06.2025	09:18:11.001	55201.442
03.06.2025	09:18:31.001	55200.691
03.06.2025	09:18:51.001	55200.185
03.06.2025	09:19:11.001	55199.667
03.06.2025	09:19:31.001	55199.154
03.06.2025	09:19:51.001	55198.294
03.06.2025	09:20:11.001	55197.708
03.06.2025	09:20:31.001	55197.139
03.06.2025	09:20:51.001	55196.527
03.06.2025	09:21:11.001	55195.865
03.06.2025	09:21:31.001	55195.357
03.06.2025	09:21:51.001	55195.07
03.06.2025	09:22:11.001	55195.112
03.06.2025	09:22:31.001	55194.953
03.06.2025	09:22:51.001	55194.708
03.06.2025	09:23:11.001	55194.37
03.06.2025	22:49:30.997	55142.836
03.06.2025	22:49:50.997	55143.142
03.06.2025	22:50:11.001	55143.131
03.06.2025	22:50:31.001	55143.175
03.06.2025	22:50:51.001	55143.16
03.06.2025	22:51:11.001	55143.068
03.06.2025	22:51:31.001	55142.986
03.06.2025	22:51:51.001	55142.991
03.06.2025	22:52:11.001	55142.929
03.06.2025	22:52:31.001	55142.769
03.06.2025	22:52:51.001	55142.744
03.06.2025	22:53:11.001	55142.825
03.06.2025	22:53:31.001	55142.896
03.06.2025	22:53:51.001	55142.963
03.06.2025	22:54:11.001	55143.023
03.06.2025	22:54:31.001	55143.022
03.06.2025	22:54:51.001	55143.035
03.06.2025	22:55:11.001	55143.087
03.06.2025	22:55:31.001	55143.113
03.06.2025	22:55:51.001	55143.09
03.06.2025	22:56:11.001	55143.119
03.06.2025	22:56:31.001	55143.108
03.06.2025	22:56:51.001	55143.115
03.06.2025	22:57:11.001	55143.098
03.06.2025	22:57:31.001	55143.104
03.06.2025	22:57:51.001	55143.142
03.06.2025	22:58:11.001	55143.082
03.06.2025	22:58:31.001	55143.09
03.06.2025	22:58:51.001	55143.108
03.06.2025	22:59:11.001	55143.137
03.06.2025	22:59:31.001	55143.149
03.06.2025	22:59:51.001	55143.19
03.06.2025	23:00:11.000	55143.268
03.06.2025	23:00:31.001	55143.28
03.06.2025	23:00:51.001	55143.196
03.06.2025	23:01:11.001	55143.123
03.06.2025	23:01:31.000	55143.084
03.06.2025	23:01:51.000	55142.93
03.06.2025	23:02:11.000	55142.74
03.06.2025	23:02:31.000	55142.613
03.06.2025	23:02:51.000	55142.333
03.06.2025	23:03:11.000	55142.129
03.06.2025	23:03:31.000	55141.824
03.06.2025	23:03:51.000	55141.515
03.06.2025	23:04:11.000	55141.219
03.06.2025	23:04:31.000	55140.95
03.06.2025	23:04:51.000	55140.809
03.06.2025	23:05:11.000	55140.727
03.06.2025	23:05:31.000	55140.724
03.06.2025	23:05:51.000	55140.908
03.06.2025	23:06:11.000	55141.101
03.06.2025	23:06:31.000	55141.248
03.06.2025	23:06:51.000	55141.277
03.06.2025	23:07:11.000	55141.189
03.06.2025	23:07:31.000	55141.166
03.06.2025	23:07:51.000	55141.141
03.06.2025	23:08:11.000	55141.104
03.06.2025	23:08:31.000	55141.051
03.06.2025	23:08:51.000	55140.904
03.06.2025	23:09:11.000	55140.814
03.06.2025	23:09:31.000	55140.764
03.06.2025	23:09:51.000	55140.55
03.06.2025	23:10:11.000	55140.493
03.06.2025	23:10:31.000	55140.514
03.06.2025	23:10:51.000	55140.43
03.06.2025	23:11:11.000	55140.456
03.06.2025	23:11:31.000	55140.61
03.06.2025	23:11:51.000	55140.653
03.06.2025	23:12:11.000	55140.745
03.06.2025	23:12:31.000	55140.887
03.06.2025	23:12:51.000	55140.641
03.06.2025	23:13:11.000	55140.814
03.06.2025	23:13:31.000	55140.729
03.06.2025	23:13:51.000	55140.772
03.06.2025	23:14:11.000	55140.86
03.06.2025	23:14:31.000	55140.959
03.06.2025	23:14:51.000	55141.067
03.06.2025	23:15:11.000	55141.055
03.06.2025	23:15:31.000	55141.161
03.06.2025	23:15:51.000	55141.104
03.06.2025	23:16:11.000	55141.094
03.06.2025	23:16:31.000	55141.061
03.06.2025	23:16:51.000	55140.876
03.06.2025	23:17:11.000	55140.9
03.06.2025	23:17:31.000	55140.836
03.06.2025	23:17:51.000	55140.808
03.06.2025	23:18:11.000	55140.948
03.06.2025	23:18:31.000	55140.79
03.06.2025	23:18:51.000	55140.677
03.06.2025	23:19:11.000	55140.963
03.06.2025	23:19:31.000	55141.064
03.06.2025	23:19:51.000	55141.313
03.06.2025	23:20:11.000	55141.174
03.06.2025	23:20:31.000	55141.101
03.06.2025	23:20:51.000	55141.256
03.06.2025	23:21:11.000	55141.16
03.06.2025	23:21:31.000	55141.114
03.06.2025	23:21:51.000	55140.818
03.06.2025	23:22:11.000	55140.525
03.06.2025	23:22:31.000	55140.543
03.06.2025	23:22:51.000	55140.524
03.06.2025	23:23:11.000	55140.602
03.06.2025	23:23:31.000	55140.749
03.06.2025	23:23:51.000	55140.768
03.06.2025	23:24:11.000	55140.791
03.06.2025	23:24:31.000	55140.864
03.06.2025	23:24:51.000	55140.87
03.06.2025	23:25:11.000	55140.805
03.06.2025	23:25:31.000	55140.843
03.06.2025	23:25:51.000	55140.604
03.06.2025	23:26:11.000	55140.466
03.06.2025	23:26:31.000	55140.448
03.06.2025	23:26:51.000	55140.415
03.06.2025	23:27:11.000	55140.406
03.06.2025	23:27:31.000	55140.2
03.06.2025	23:27:51.000	55140.063
03.06.2025	23:28:11.000	55139.947
03.06.2025	23:28:31.000	55139.858
03.06.2025	23:28:51.000	55139.616
03.06.2025	23:29:11.000	55139.741
03.06.2025	23:29:31.000	55140.249
03.06.2025	23:29:51.000	55140.128
03.06.2025	23:30:11.000	55140.036
03.06.2025	23:30:31.000	55140.009
03.06.2025	23:30:51.000	55139.662
03.06.2025	23:31:11.000	55139.444
03.06.2025	23:31:31.000	55139.905
03.06.2025	23:31:51.000	55139.852
03.06.2025	23:32:11.000	55139.659
03.06.2025	23:32:31.000	55139.66
03.06.2025	23:32:51.000	55139.297
03.06.2025	23:33:11.000	55139.329
03.06.2025	23:33:31.000	55139.09
03.06.2025	23:33:51.000	55139.182
03.06.2025	23:34:11.000	55139.078
03.06.2025	23:34:31.000	55138.978
03.06.2025	23:34:51.000	55138.591
03.06.2025	23:35:11.000	55138.664
03.06.2025	23:35:31.000	55138.673
03.06.2025	23:35:51.000	55138.92
03.06.2025	23:36:11.000	55138.927
03.06.2025	23:36:31.000	55139.347
03.06.2025	23:36:51.000	55139.566
03.06.2025	23:37:11.000	55139.617
03.06.2025	23:37:31.000	55139.727
03.06.2025	23:37:51.000	55140.317
03.06.2025	23:38:11.000	55140.626
03.06.2025	23:38:31.000	55141.051
03.06.2025	23:38:51.000	55141.424
03.06.2025	23:39:11.000	55141.578
03.06.2025	23:39:31.000	55141.418
03.06.2025	23:39:51.000	55141.139
03.06.2025	23:40:11.000	55140.878
03.06.2025	23:40:31.000	55140.989
03.06.2025	23:40:51.000	55140.25
03.06.2025	23:41:11.000	55139.632
03.06.2025	23:41:31.000	55139.763
03.06.2025	23:41:51.000	55139.745
03.06.2025	23:42:11.000	55139.039
03.06.2025	23:42:31.000	55138.659
03.06.2025	23:42:51.000	55138.438
03.06.2025	23:43:11.000	55138.399
03.06.2025	23:43:31.000	55138.388
03.06.2025	23:43:51.000	55138.721
03.06.2025	23:44:11.000	55138.781
03.06.2025	23:44:31.000	55138.791
03.06.2025	23:44:51.000	55138.736
03.06.2025	23:45:11.000	55138.422
03.06.2025	23:45:31.000	55138.077
03.06.2025	23:45:51.000	55137.898
03.06.2025	23:46:11.000	55137.699
03.06.2025	23:46:31.000	55137.571
03.06.2025	23:46:51.000	55137.249
03.06.2025	23:47:11.000	55137.026
03.06.2025	23:47:31.000	55136.929
03.06.2025	23:47:51.000	55136.915
03.06.2025	23:48:11.000	55136.99
03.06.2025	23:48:31.000	55137.186
03.06.2025	23:48:51.000	55137.386
03.06.2025	23:49:11.000	55137.671
03.06.2025	23:49:31.000	55137.859
03.06.2025	23:49:51.000	55138.045
03.06.2025	23:50:11.000	55138.223
03.06.2025	23:50:31.000	55138.429
03.06.2025	23:50:51.000	55138.549
03.06.2025	23:51:11.000	55138.615
03.06.2025	23:51:31.000	55138.765
03.06.2025	23:51:51.000	55138.86
03.06.2025	23:52:11.000	55138.992
03.06.2025	23:52:31.000	55139.297
03.06.2025	23:52:51.000	55139.556
03.06.2025	23:53:11.000	55139.782
03.06.2025	23:53:31.000	55139.949
03.06.2025	23:53:51.000	55140.033
03.06.2025	23:54:11.000	55140.08
03.06.2025	23:54:31.000	55140.156
03.06.2025	23:54:51.000	55140.224
03.06.2025	23:55:11.000	55140.358
03.06.2025	23:55:31.000	55140.426
03.06.2025	23:55:51.000	55140.456
03.06.2025	23:56:11.000	55140.564
03.06.2025	23:56:31.000	55140.641
03.06.2025	23:56:51.000	55140.652
03.06.2025	23:57:11.000	55140.832
03.06.2025	23:57:31.000	55140.904
03.06.2025	23:57:51.000	55141.052
03.06.2025	23:58:11.000	55141.177
03.06.2025	23:58:31.000	55141.204
03.06.2025	23:58:51.000	55141.293
03.06.2025	23:59:11.000	55141.376
03.06.2025	23:59:31.000	55141.406
03.06.2025	23:59:51.000	55141.488
04.06.2025	00:00:11.000	55141.644
04.06.2025	00:00:31.000	55141.786
04.06.2025	00:00:51.000	55141.825
04.06.2025	00:01:11.000	55141.867
04.06.2025	00:01:31.000	55141.962
04.06.2025	00:01:51.000	55141.966
04.06.2025	00:02:11.000	55142.037
04.06.2025	00:02:31.000	55142.042
04.06.2025	00:02:51.000	55142.032
04.06.2025	00:03:11.000	55141.98
04.06.2025	00:03:31.000	55141.976
04.06.2025	00:03:51.000	55141.967
04.06.2025	00:04:11.000	55141.991
04.06.2025	00:04:31.000	55141.924
04.06.2025	00:04:51.000	55141.829
04.06.2025	00:05:11.000	55141.778
04.06.2025	00:05:31.000	55141.729
04.06.2025	00:05:51.000	55141.755
04.06.2025	00:06:11.000	55141.811
04.06.2025	00:06:31.000	55141.903
04.06.2025	00:06:51.000	55141.768
04.06.2025	00:07:11.000	55141.758
04.06.2025	00:07:31.000	55141.78
04.06.2025	00:07:51.000	55141.937
04.06.2025	00:08:11.000	55142.007
04.06.2025	00:08:31.000	55142.01
04.06.2025	00:08:51.000	55142.082
04.06.2025	00:09:11.000	55142.04
04.06.2025	00:09:31.000	55142.001
04.06.2025	00:09:51.000	55141.94
04.06.2025	00:10:11.000	55141.91
04.06.2025	00:10:31.000	55141.9
04.06.2025	00:10:51.000	55141.924
04.06.2025	00:11:11.000	55142.004
04.06.2025	00:11:31.000	55142.12
04.06.2025	00:11:51.000	55142.235
04.06.2025	00:12:11.000	55142.189
04.06.2025	00:12:31.000	55142.182
04.06.2025	00:12:51.000	55142.194
04.06.2025	00:13:11.000	55142.155
04.06.2025	00:13:31.000	55142.152
04.06.2025	00:13:51.000	55142.139
04.06.2025	00:14:11.000	55142.079
04.06.2025	00:14:31.000	55142.078
04.06.2025	00:14:51.000	55142.102
04.06.2025	00:15:11.000	55142.067
04.06.2025	00:15:31.000	55142.094
04.06.2025	00:15:51.000	55142.088
04.06.2025	00:16:11.000	55142.164
04.06.2025	00:16:31.000	55142.232
04.06.2025	00:16:51.000	55142.297
04.06.2025	00:17:11.000	55142.384
04.06.2025	00:17:31.000	55142.319
04.06.2025	00:17:51.000	55142.297
04.06.2025	00:18:11.000	55142.315
04.06.2025	00:18:31.000	55142.341
04.06.2025	00:18:51.000	55142.378
04.06.2025	00:19:11.000	55142.456
04.06.2025	00:19:31.000	55142.495
04.06.2025	00:19:51.000	55142.477
04.06.2025	00:20:11.000	55142.497
04.06.2025	00:20:31.000	55142.527
04.06.2025	00:20:51.000	55142.33
04.06.2025	00:21:11.000	55142.391
04.06.2025	00:21:31.000	55142.297
04.06.2025	00:21:51.000	55142.26
04.06.2025	00:22:11.000	55142.283
04.06.2025	00:22:31.000	55142.308
04.06.2025	00:22:51.000	55142.276
04.06.2025	00:23:11.000	55142.351
04.06.2025	00:23:31.000	55142.385
04.06.2025	00:23:51.000	55142.41
04.06.2025	00:24:11.000	55142.431
04.06.2025	00:24:31.000	55142.431
04.06.2025	00:24:51.000	55142.464
04.06.2025	00:25:11.000	55142.434
04.06.2025	00:25:31.000	55142.454
04.06.2025	00:25:51.000	55142.41
04.06.2025	00:26:11.000	55142.244
04.06.2025	00:26:31.000	55142.143
04.06.2025	00:26:51.000	55142.146
04.06.2025	00:27:11.000	55142.17
04.06.2025	00:27:31.000	55142.253
04.06.2025	00:27:51.000	55142.355
04.06.2025	00:28:11.000	55142.325
04.06.2025	00:28:31.000	55142.303
04.06.2025	00:28:51.000	55142.239
04.06.2025	00:29:11.000	55142.227
04.06.2025	00:29:31.000	55142.136
04.06.2025	00:29:51.000	55142.153
04.06.2025	00:30:11.000	55142.179
04.06.2025	00:30:31.000	55142.095
04.06.2025	00:30:51.000	55142.081
04.06.2025	00:31:11.000	55142.207
04.06.2025	00:31:31.000	55142.23
04.06.2025	00:31:51.000	55142.22
04.06.2025	00:32:11.000	55142.203
04.06.2025	00:32:31.000	55142.128
04.06.2025	00:32:51.000	55142.067
04.06.2025	00:33:11.000	55141.971
04.06.2025	00:33:31.000	55141.94
04.06.2025	00:33:51.000	55141.914
04.06.2025	00:34:11.000	55141.803
04.06.2025	00:34:31.000	55141.766
04.06.2025	00:34:51.000	55141.769
04.06.2025	00:35:11.000	55141.785
04.06.2025	00:35:31.000	55141.738
04.06.2025	00:35:51.000	55141.733
04.06.2025	00:36:11.000	55141.716
04.06.2025	00:36:31.000	55141.663
04.06.2025	00:36:51.000	55141.612
04.06.2025	00:37:11.000	55141.603
04.06.2025	00:37:31.000	55141.517
04.06.2025	00:37:51.000	55141.569
04.06.2025	00:38:11.000	55141.37
04.06.2025	00:38:31.000	55141.405
04.06.2025	00:38:51.000	55141.279
04.06.2025	00:39:11.000	55141.243
04.06.2025	00:39:31.000	55141.188
04.06.2025	00:39:51.000	55141.189
04.06.2025	00:40:11.000	55141.183
04.06.2025	00:40:31.000	55141.135
04.06.2025	00:40:51.000	55141.015
04.06.2025	00:41:11.000	55140.859
04.06.2025	00:41:31.000	55140.744
04.06.2025	00:41:51.000	55140.655
04.06.2025	00:42:11.000	55140.607
04.06.2025	00:42:31.000	55140.602
04.06.2025	00:42:51.000	55140.548
04.06.2025	00:43:11.000	55140.506
04.06.2025	00:43:31.000	55140.417
04.06.2025	00:43:51.000	55140.337
04.06.2025	00:44:10.999	55140.203
04.06.2025	00:44:30.999	55140.197
04.06.2025	00:44:50.999	55140.153
04.06.2025	00:45:10.999	55140.214
04.06.2025	00:45:30.999	55140.314
04.06.2025	00:45:50.999	55140.375
04.06.2025	00:46:10.999	55140.425
04.06.2025	00:46:30.999	55140.439
04.06.2025	00:46:50.999	55140.474
04.06.2025	00:47:10.999	55140.447
04.06.2025	00:47:30.999	55140.415
04.06.2025	00:47:50.999	55140.346
04.06.2025	00:48:10.999	55140.301
04.06.2025	00:48:30.999	55140.281
04.06.2025	00:48:50.999	55140.307
04.06.2025	00:49:10.999	55140.386
04.06.2025	00:49:30.999	55140.454
04.06.2025	00:49:50.999	55140.487
04.06.2025	00:50:10.999	55140.507
04.06.2025	00:50:30.999	55140.435
04.06.2025	00:50:50.999	55140.434
04.06.2025	00:51:10.999	55140.338
04.06.2025	00:51:30.999	55140.262
04.06.2025	00:51:50.999	55140.168
04.06.2025	00:52:10.999	55140.142
04.06.2025	00:52:30.999	55140.097
